1743164178.30045,4.0,1.0,300.0,3.0,0.3,0
1743164192.749917,6.0,1.0,300.0,3.0,0.3,0
1743164212.432339,2.0,1.0,300.0,3.0,0.3,0
1743164274.4833121,4.0,1.0,300.0,3.0,0.3,0
1743164312.5991738,3.5,1.0,300.0,3.0,0.3,0
1743164319.183022,3.2,1.0,300.0,3.0,0.3,0
1743164327.999389,3.0,1.0,300.0,3.0,0.3,0
1743164338.766421,2.8,1.0,300.0,3.0,0.3,0
1743164348.066747,2.75,1.0,300.0,3.0,0.3,0
1743164360.6325278,2.73,1.0,300.0,3.0,0.3,0
1743164370.916548,2.7,1.0,300.0,3.0,0.3,0
1743164387.06619,4.0,1.0,300.0,3.0,0.3,0
1743164487.33344,3.0,1.0,300.0,3.0,0.3,0
1743164500.367695,3.5,1.0,300.0,3.0,0.3,0
1743164516.133384,3.7,1.0,300.0,3.0,0.3,0
1743164526.2506921,3.65,1.0,300.0,3.0,0.3,0
1743164532.133169,3.6,1.0,300.0,3.0,0.3,0
1743164542.3169138,3.3,1.0,300.0,3.0,0.3,0
1743164549.6826398,3.4,1.0,300.0,3.0,0.3,0
1743164558.633936,3.5,1.0,300.0,3.0,0.3,0
1743164573.650075,3.55,1.0,300.0,3.0,0.3,0
1743164582.669121,3.6,1.0,300.0,3.0,0.3,0
1743164592.749742,3.58,1.0,300.0,3.0,0.3,0
1743164608.683288,6.0,1.0,300.0,3.0,0.3,0
1743164621.4673111,8.0,1.0,300.0,3.0,0.3,0
1743164644.3332999,9.0,1.0,300.0,3.0,0.3,0
1743164651.200309,11.0,1.0,300.0,3.0,0.3,0
1743164675.1675851,12.0,1.0,300.0,3.0,0.3,0
1743164686.917403,14.0,1.0,300.0,3.0,0.3,0
1743164702.970266,12.0,1.0,300.0,3.0,0.3,0
1743164745.000979,14.0,1.0,300.0,3.0,0.3,0
1743164758.518184,15.0,1.0,300.0,3.0,0.3,0
1743164781.486497,16.0,1.0,300.0,3.0,0.3,0
1743164793.4670022,15.5,1.0,300.0,3.0,0.3,0
1743164809.784511,18.0,1.0,300.0,3.0,0.3,0
1743164823.7336571,20.0,1.0,300.0,3.0,0.3,0
1743164830.333836,15.0,1.0,300.0,3.0,0.3,0
1743164831.8506072,1.0,1.0,300.0,3.0,0.3,0
1743165185.851315,3.6,1.0,300.0,3.0,0.3,1
1743165197.587921,4.0,1.0,300.0,3.0,0.3,1
1743165207.80431,7.0,1.0,300.0,3.0,0.3,1
1743165215.6513479,4.0,1.0,300.0,3.0,0.3,1
1743165227.9171898,5.0,1.0,300.0,3.0,0.3,1
1743165238.350421,4.5,1.0,300.0,3.0,0.3,1
1743165248.034013,4.3,1.0,300.0,3.0,0.3,1
1743165262.150315,4.1,1.0,300.0,3.0,0.3,1
1743165271.667187,4.2,1.0,300.0,3.0,0.3,1
1743165290.317292,7.0,1.0,300.0,3.0,0.3,1
1743165299.850085,9.0,1.0,300.0,3.0,0.3,1
1743165308.350948,11.0,1.0,300.0,3.0,0.3,1
1743165320.8652139,13.0,1.0,300.0,3.0,0.3,1
1743165333.451473,14.0,1.0,300.0,3.0,0.3,1
1743165394.7178829,14.5,1.0,300.0,3.0,0.3,1
1743165408.350771,0.0,1.0,300.0,3.0,0.3,1
1743165782.485635,7.0,1.0,300.0,3.0,0.3,1
1743165793.550179,5.0,1.0,300.0,3.0,0.3,1
1743165807.1971772,4.7,1.0,300.0,3.0,0.3,2
1743165814.3514829,4.5,1.0,300.0,3.0,0.3,2
1743165822.083969,4.3,1.0,300.0,3.0,0.3,2
1743165830.467038,4.1,1.0,300.0,3.0,0.3,2
1743165839.433784,4.0,1.0,300.0,3.0,0.3,2
1743165850.450142,3.8,1.0,300.0,3.0,0.3,2
1743165858.8342779,3.75,1.0,300.0,3.0,0.3,2
1743165876.067585,3.77,1.0,300.0,3.0,0.3,2
1743165892.5507,3.76,1.0,300.0,3.0,0.3,2
1743165910.80004,3.75,1.0,300.0,3.0,0.3,2
1743165925.851958,3.75,1.0,300.0,3.0,0.3,2
1743165938.884214,8.0,1.0,300.0,3.0,0.3,2
1743165967.987333,10.0,1.0,300.0,3.0,0.3,2
1743165984.60062,12.0,1.0,300.0,3.0,0.3,2
1743166006.950729,14.0,1.0,300.0,3.0,0.3,2
1743166037.004213,15.0,1.0,300.0,3.0,0.3,2
1743166079.96858,15.5,1.0,300.0,3.0,0.3,2
1743166092.201139,0.0,1.0,300.0,3.0,0.3,2
1743166613.220311,7.0,1.0,300.0,3.0,0.3,3
1743166620.4047518,5.0,1.0,300.0,3.0,0.3,3
1743166633.1173031,4.8,1.0,300.0,3.0,0.3,3
1743166644.1842601,4.3,1.0,300.0,3.0,0.3,3
1743166651.368112,4.0,1.0,300.0,3.0,0.3,3
1743166666.584438,3.8,1.0,300.0,3.0,0.3,3
1743166694.851188,3.9,1.0,300.0,3.0,0.3,3
1743166707.767563,3.85,1.0,300.0,3.0,0.3,3
1743166717.3833432,3.82,1.0,300.0,3.0,0.3,3
1743166725.803377,3.8,1.0,300.0,3.0,0.3,3
1743166746.816999,7.0,1.0,300.0,3.0,0.3,3
1743166753.933771,10.0,1.0,300.0,3.0,0.3,3
1743166762.569149,12.0,1.0,300.0,3.0,0.3,3
1743166776.851094,14.0,1.0,300.0,3.0,0.3,3
1743166798.151495,15.0,1.0,300.0,3.0,0.3,3
1743166812.1013,0.0,1.0,300.0,3.0,0.3,3
